9.651058436272327845e-02,4.573105656350053283e-01
1.063028629086086932e-02,6.603905160390516338e-01
3.756988373587726721e-02,6.711173576950105746e-01
6.453318690644464783e-02,8.457742134484885765e-01
2.134667374535036480e-02,1.626074498567335325e-01
1.273388791980358502e-02,3.165104542177361036e-01
1.832615154692722806e-02,7.030665669409125185e-01
1.923045758563217758e-02,5.579710144927536586e-01
3.117634564531678726e-02,8.403928790669121796e-01
1.705678029727962161e-02,7.823867262284620594e-01
3.942664120861696236e-02,8.269360269360269688e-01
6.914574809847987003e-03,6.800296956198960130e-01
2.438572858662355763e-02,5.740740740740740700e-01
2.099536994551479824e-02,6.017253774263120469e-01
3.635092879877404454e-02,7.135842880523731724e-01
1.060251673594663768e-01,5.684695051783659192e-01
4.209904932915824183e-02,6.950796950796950258e-01
1.874061048098768457e-03,1.198581560283688008e-01
1.575102163375570463e-02,7.827502034174125267e-01
8.701540858870050396e-03,8.173913043478261420e-01
1.858052590620921929e-02,7.343065693430657070e-01
2.100741640993494114e-02,7.514326647564469885e-01
4.092498134883460620e-02,7.739261492087414762e-01
2.122541791770152925e-02,8.189845474613686171e-01
1.483256891486890890e-02,8.932617769827072562e-01
1.767730712890625000e-02,4.621485219899062469e-01
2.661332165075917799e-02,8.981915606162089727e-01
2.309172181900839144e-02,5.973025048169556817e-01
4.774472120643425549e-02,7.327741162372678474e-01
3.701648804690607641e-02,8.467459762071378737e-01
5.395367216043873981e-02,8.173302107728337429e-01
7.034232374414221833e-02,8.641801548205488848e-01
2.041909549545769045e-02,1.856452726017943367e-01
1.392036292075015357e-02,7.267135325131810486e-01
6.151329651667473974e-02,6.088154269972452237e-01
1.723540820539870566e-02,6.451612903225806273e-01
4.037137816800138307e-02,7.472178060413354750e-01
1.084495315300297233e-02,6.218905472636816062e-02
2.844793927087050159e-02,7.190533980582524132e-01
3.073610808194782856e-02,7.328413284132840877e-01
7.457084170315732286e-02,7.962291515591007895e-01
4.306093436180895989e-02,7.699564586357039442e-01
3.177335658446061584e-01,6.064120054570258933e-01
1.206369964841652077e-02,4.210526315789473450e-01
2.274031885246142679e-02,7.033132530120481674e-01
2.573397269870087989e-01,7.524467472654000622e-01
3.722714959811456586e-02,7.668463611859838158e-01
5.357892106674662369e-02,8.481675392670157132e-01
7.685926345802490678e-02,7.317269076305220610e-01
1.461030385612525039e-02,5.810055865921788243e-01
1.327621429702992122e-02,1.282401091405184212e-01
1.648516257320738546e-02,5.997150997150997309e-01
3.910347957024797871e-01,7.203274215552524229e-01
4.954324249295776611e-02,7.651563497128270885e-01
3.293927976013451969e-02,6.759326993416240326e-01
1.337149321910504306e-02,6.362252663622526283e-01
3.805843436266390101e-02,5.221719457013574983e-01
4.379458574608271343e-02,6.068548387096773800e-01
3.021735684924069937e-02,7.505241090146750338e-01
3.001757166390095141e-02,6.292892156862744946e-01
1.107158065617726457e-02,2.557603686635944729e-01
3.134903562488825651e-02,6.038186157517899666e-01
2.109936753712622973e-02,7.789646672144617812e-01
2.208093661183883546e-02,7.255449972051425389e-01
3.790893629666028386e-02,8.073654390934844605e-01
1.888792126383758221e-02,7.495361781076066432e-01
3.820614689309222156e-02,9.060806742925948676e-01
4.883828646204609741e-02,8.217757615035644614e-01
2.821964482890493980e-02,5.646879756468797806e-01
1.764616635429555255e-02,3.131241084165478084e-01
4.758304619434838845e-02,6.694975230007077505e-01
1.855570536937714912e-02,5.653871177618737809e-01
5.781973405196202259e-03,8.580375782881002333e-01
1.601678294328487753e-02,6.272927366104181779e-01
1.147714135242484425e-02,8.038961038961038863e-01
6.302835634164022371e-02,6.943335993615322721e-01
4.974948620018711937e-02,6.226158038147139306e-01
1.952795669613289695e-02,5.442139737991266157e-01
